"","L61","L62","L63","L64","L65","L66","L67","L68","L69","L70","L71","L72","L73","L74","L75","L76","L77","L78","L79","L80","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","L17","L18","L19","L20"
"Galactaric acid","7916316.703","2606508.553","3357529.152","4799900.292","4245856.897","3358234.533","13334294.68","11644642.64","1407617.969","7738004.736","13227426.45","8766401.248","3672441.981","4479330.327","5918577.386","7847787.133","14739764.75","9699691.619","17399809.91","10672545.26","11517365.86","5639946.464","9551705.006","6209385.567","14479067.43","7538197.758","7869178.601","11112684.6","6587166.872","9493831.551","13733278.38","7347983.447","6920677.406","5455473.093","10619726.58","6530552.485","10793689.03","11756688.29","9632868.291","15377925.18"
"Spermidine","19252323.75","23309835.52","20340113.25","22258242.11","9464897.579","17529350.84","6883422.708","15907841.49","13983955.48","14325691.49","11786835.97","14720503.65","9991074.845","7047283.751","1526228.125","8280679.797","4320229.677","4417695.388","6635786.782","7998978.122","1642759.514","4656598.352","6581249.54","3666965.367","1704675.058","5257289.681","1160294.459","1704057.954","5862537.345","7454317.5","6989757.492","6345007.557","46078773.04","8751728.322","3106432.614","10029087.22","2327584.885","5506031.009","5269179.061","4893938.866"
"Trehalose","769172.9573","1182307.215","647857.6715","534177.3116","1588062.98","908243.3141","603385.026","506760.8762","1270974.053","831181.231","1376748.747","646615.8008","840583.5041","1366800.242","812001.7441","1405494.034","219075.4004","246360.415","1562859.281","5266336.943","4322460.276","5648145.542","4881433.846","6203744.332","2869150.614","9391768.033","3020760.962","4296164.641","4666748.722","9380629.019","5476238.481","5285983.99","4862056.313","4025416.328","3079092.216","5041779.614","3203402.013","5923380.954","3822104.319","3562240.195"
"Syringic acid","2155560.249","2405707.56","5051140.203","3974084.692","724493.6123","2415878.663","736113.5446","2089954.723","850163.0104","9940846.118","830869.1286","2824793.612","972212.3834","2701975.06","3566032.882","1203102.667","7301226.064","1262114.477","7575045.339","4060033.004","1758802.795","12645653.48","1845669.377","1891173.007","5595543.446","1709099.486","1637432.502","7258961.516","1755151.946","2239926.078","1876409.814","1532668.834","7013367.586","1708110.156","1768158.024","1869457.939","1670878.924","9254947.619","1428634.743","5670154.711"
"Bovinic acid","94463568.96","2416093937","10480394834","1375758617","16526490066","19779880160","36320325534","1949449395","2470841070","29595876634","20067877298","4038517960","24613710682","34053978414","36702316307","2692604853","48785210747","12804188663","1723490535","3527068550","2783256201","7301770166","2397587550","1607051616","7087331344","6055288391","4029855732","8475940658","7412726552","5897159120","4957433245","5548184990","3645059764","4389392653","5194285103","6417883704","7023423522","11820455068","10254863951","5734946239"
"Docosapentaenoic acid (22n-3)","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","2933538425","94171425.41","200838633.7","12213315.56","14578369.89","83995898.53","9346475.413","17134370.99","73249901.28","13736698.55","74574345.15","20357238.6","33259229.58","9569569.818","47346811.67","47474605.85","12234867.57","26402765.78","98721330.84","132563962.1","61472565.84","311768644.3","341232611.5"
"1D-Myo-inositol 1,4,5,6-tetrakisphosphate","952763.8734","3482903.865","1581652.587","1715343.876","2280825.244","2465297.054","2008948.599","2612637.625","3851513.986","1995970.81","4074608.197","4124446.364","3239030.82","3626571.276","11534445.44","1987384.256","6122417.881","8012357.396","8183348.483","16722969.56","5193429.553","114346.6839","6166522.756","4610056.103","17275592.4","44669662.96","1255965.756","32771823","34170544.11","837091.3124","16222639.69","19275564.78","12770702.97","2637990.878","13753463.94","16046402.38","2965704.05","38417793.45","20004889.24","116018906.8"
"11-Dehydrocorticosterone","34788890.05","37987460.16","31291973.09","33407821.57","56257361.11","40420324.65","38124088.37","18270426.38","37196524.02","37798349.19","44237272.38","64335747.92","51945613.81","40450140.22","32260025.68","38331458.58","91894247.01","48683634.46","54391015.39","90657499.27","90927115.91","78178642.5","57892856.26","75627351.8","38459491.58","110522527.7","41572474.16","66134381.63","97128383.71","47626815.98","51300467.43","64639858.56","149917072.2","58614517.94","69157820.59","60108700.1","41137821.48","59354075.06","133814481.3","90112183.53"
"9,10-Epoxyoctadecenoic acid","11721571.42","10189824.21","5320441.371","7415510.403","5281428.741","5927665.969","6974468.392","8838418.279","7975273.437","3941493.977","8882294.551","7408146.599","7692636.587","8108781.411","10477942.48","10590563.81","11924161.94","25148516.5","18123443.56","30230024.08","82402313.3","48102987.81","66445869.11","74258987.98","46449801.03","102598723.4","110751842.1","68104923.77","98257514.3","28286395.05","69046398.32","63249381.26","73547636.13","71316273.23","52399526.7","78935896.64","115339727.4","62614694.03","45646514.19","40924380.83"
"LysoPA(16:0/0:0)","6416906.728","3634505.394","3183395.234","5236990.317","6710533.544","4297365.932","4842615.043","5093264.882","4970159.046","6258631.506","5134829.043","12535544.07","5115886.301","5211472.066","5620945.761","5965984.336","10090668.96","5411956.013","7629258.612","4636105.807","17778956.13","13138976.29","11877678.53","31961434.39","17055756.17","7237861.485","4867342.659","91408388.65","14162272.47","12970175.2","16081046.69","13050041.01","17772111.12","20802567.46","8179351.17","132937450.9","12123160.24","9435959.435","21086639.9","13944464.86"
"Alpha-D-Glucose","650623.2201","205561.7706","63151.00443","62074.30718","66869.17596","67021.60859","69711.33994","286568.7336","270847.8529","285483.387","81003.27214","599280.8815","90079.56042","105649.9333","119428.1622","496164.8503","149399.4407","1329932.717","235033.5768","554767.8487","4306816.153","4168129.261","4629294.632","75913164.38","77790321.01","12521479.4","4503080.845","4286245.967","4414905.168","21489794.24","5121284.291","52573819.58","4913087.671","4435953.986","4748523.791","15698242.89","4376268.521","17095923.42","3594230.17","3944275.923"
"13,14-Dihydro-15-keto-PGE2","3167889.831","2391431.709","1875028.712","2810006.394","7983533.591","5750204.067","5090462.101","2740924.613","5345701.226","2034289.667","2182597.235","4674595.03","4603331.48","3344756.058","6320575.324","4244497.401","4195712.165","3128772.529","4225160.628","3804680.927","9919435.149","5047841.106","12223201.19","8521284.377","1322372.509","1717850.968","8609178.219","9347051.851","8983314.102","1809188.489","13004864.37","17173179.93","12826952.61","5282099.28","5650938.058","7737291.32","11814991.34","6086957.629","8149915.561","1806774.505"
"3-Hydroxypicolinic acid","11803439.45","3224898.509","4044505.782","12272909.27","9356428.134","878265.9213","3933822.571","5826095.528","2988953.172","4921365.179","4766352.892","2669177.27","4620395.5","987366.8872","16585231.05","6296098.374","7947112.967","3939848.663","10879732.01","17469632.53","5268885.251","3398850.359","5737699.331","5601920.323","7103575.754","2891247.144","2103662.173","3380733.745","3201120.403","1757396.575","4323579.232","4263177.175","2316438.243","377520.7755","2120344.21","1583041.995","1943153.738","1349310.275","2951494.898","1711207.233"
"Cysteine-S-sulfate","3472480.273","4924067.727","5431797.218","952296.0228","3432407.555","4280100.206","4440928.362","1794956.075","5031495.48","6477320.969","7429271.163","7340117.475","7873811.967","1500568.868","5252227.575","3754679.681","3432307.238","3245513.821","7147372.286","6565366.458","7082865.34","2163957.567","3910875.328","4498106.879","14332292.21","4585127.475","9825307.225","8838759.703","8887219.597","16414324.81","5895136.209","6573691.459","6321413.296","7159950.716","7220494.798","8221495.545","1022513.519","1747465.91","5373453.83","10401097.73"
"2-Isopropylmalic acid","95908.6651","214495.733","139377.6731","491055.1129","147225.9373","1089871.863","102538.0678","238471.0025","73240.41338","399394.3278","103466.3794","692142.7768","603165.307","550132.0767","291436.9629","3774535.546","2634985.521","3592609.792","2126088.077","3428317.08","9161381.795","5715821.002","15989935.29","3909892.905","3023472.901","5816059.727","8722224.32","5759753.775","4146527.3","1099891.831","2010085.111","4231566.37","2608073.068","5589021.727","9748166.321","18905633.43","2597856.903","2115422.809","590961.7792","2898518.168"
"Salicyluric acid","516830.5013","404015.4638","3401351.464","390499.2915","401386.3523","392564.6507","374067.1192","3466890.115","353952.6839","1878434.111","348332.9137","3625838.481","342357.1845","404480.9023","3627318.994","377400.9236","393942.0653","1948581.679","1902213.825","1557092.555","359502.2922","2379211.158","2146187.672","2126103.711","335070.642","6867325.026","291553.6836","2927321","2575957.967","266753.124","1589156.147","306186.3901","101754242.2","1611134.186","4132019.949","45404395.83","285419.5111","292602.0396","2304354.904","2543002.546"
"Quassin","13980295.32","10952931.75","28200441.56","19631310.72","20563998.85","15588085.59","8320334.298","20060244.82","17901393.61","24974782.99","31522670.4","33041896.63","24647440.89","33868781.23","18829180.97","14344848.45","31845696.95","32843781.01","23081231.72","23940340.25","8456093.916","7326327.868","13113947.15","6027418.646","39769790.85","7978196.585","417799.6026","11401320.44","29365959.72","12820301.69","9751093.075","10278501.12","252765.6346","6646078.231","12915247.56","6538413.153","15847076.94","9012668.502","388148.6223","11006972.78"
"1H-Indole-3-carboxaldehyde","28087767.93","21475383.35","32471466.24","23701059.34","22117269.15","22612074.8","38527830.96","25022296.76","18826091.73","24405307.61","26462164.29","28896517.06","27735362.99","21766972.13","42157175.66","39335869.06","28703470.44","45600517.78","44159170.25","43224389.57","1787885.957","33050945.22","65652568.03","40264728.78","46500959.71","45272718.24","29166584.6","35912975.45","34531035.57","1247144.863","52555068.29","39857024.22","49831945.54","40547597.22","48966377.86","38286878.1","46702290.77","45833716.76","32171000.11","70742525.79"
"Beta-Glycerophosphoric acid","51160663.55","62164500.6","120714281.3","123533507.3","114282827.1","60006348.5","91547026.68","63166050.55","161857870.8","38040380.43","77500910.98","96510937.88","32484909.05","60646652.2","27966767","40113407.66","24404217.96","21871810.23","56070927.17","25879585.65","8832531.546","41965119.22","10314654.16","46633930.34","33067424.7","12340590.21","46236136.13","73664234.74","23022115.92","8065158.863","37902393.64","21609587.87","36399374.92","24106893.38","13849743.68","54784226.72","13202729.79","14110521.96","6502249.875","17121330.68"
"Prostaglandin F2a","1054860.919","769531.706","1262667.917","2642527.381","2669137.377","453327.8229","817418.0579","1243322.063","1197703.487","1183750.165","888288.6032","1983417.129","1364589.215","1072777.533","2539856.834","1994111.251","2681098.944","4426614.233","8196051.778","4619407.12","27885737.95","15219383.33","27765683.52","20121563.03","23843755.44","11854159.21","16129667.89","18625763.55","8793306.44","3316123.8","7104062.568","12465878.55","1350259.159","4833339.431","6738654.022","2042268.071","17439327.12","6669862.345","1849524.561","13569129.97"
"9-OxoODE","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","19374674.62","12906034.1","14787475.13","8420399.124","1348323.769","1575263.502","1461500.467","7581220.577","10901114.53","9962378.028","21222359.42","12980198.89","5666114.396","9674453.664","14198632.46","4328558.991","36905116.13","29927639.89","33100652.64","56421422.08","10541417.19","24708381","34768872.12","41069704.17"
"Capric acid","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","21034639.32","7452405.045","6551948.61","5746896.015","8050985.902","9130377.834","7414768.38","7712265.305","9180285.718","7897342.518","3779353.276","5475476.809","6646874.718","12083899.1","8968455.223","4760104.426","8135670.269","7177673.983","7919070.093","7739811.172","5543932.004"
"Pseudouridine","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","10.63188616","50072141.46","4666468.58","2916043.175","4409908.744","3294332.742","3254034.657","2207116.824","8611989.067","8199889.438","5813053.898","4082223.25","2824996.7","3835863.039","2058055.355","3113300.722","3311448.228","3501420.761","2222494.048","1128012.21","3597515.37","5312468.537","5764832.69","3705859.354","1931174.631","7198018.426","9024429.271","7466862.125","6398976.498","2055962.781","3011240.998"
"4-Acetamidobutanoate","3091244.857","2689147.763","3772284.887","3463103.486","3850290.161","6239476.874","3365061.352","2437099.414","3388954.151","6310959.161","3077196.269","4043598.195","6223136.542","3747100.798","4554743.091","13199166.68","8995424.723","8962043.006","13710420.85","14649147.58","45781250.64","21284180.44","17383552.98","30091808.25","18112188.31","11355774.77","16505811.2","11704546.08","10790585.85","14613968.13","18481970.17","15665639.35","13495122.29","22458392.35","27646961.02","20512874.3","18424351.27","16133371.85","13867315.28","24996440.07"
