"","L61","L62","L63","L64","L65","L66","L67","L68","L69","L70","L71","L72","L73","L74","L75","L76","L77","L78","L79","L80","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","L17","L18","L19","L20"
"L-Malic acid","-0.191498271","-0.267905356","-0.207306229","-0.222391348","-0.142082530","-0.159811799","-0.228996158","-0.182256457","-0.204064671","-0.204873825","-0.184896209","-0.165759909","-0.219050328","-0.167655387","-0.177015655","-0.140611749","-0.194983900","-0.083535656","-0.089100340","-0.127448836","-0.070972387"," 0.066679716","-0.007309318"," 0.585394349"," 0.056477562"," 0.029599633"," 0.732094644"," 0.458366933"," 0.047584409"," 0.071565497"," 0.103493648"," 0.013865277"," 0.348489457"," 0.027916643"," 0.179989291"," 0.515536139"," 0.081200521"," 0.067932464"," 0.125805073"," 0.127535061"
"Ribose 1,5-bisphosphate","-0.30430393","-0.32079056","-0.36147331","-0.30468228","-0.24499488","-0.30510638","-0.25558919","-0.30041951","-0.28545602","-0.21613131","-0.20746435","-0.22735688","-0.01353977","-0.46788844","-0.15883204","-0.24436319","-0.15251949","-0.29120181","-0.19897481","-0.18051091","-0.04152509"," 0.20277740"," 0.13173491"," 0.15417587"," 0.12671884"," 0.44904178"," 0.26395393"," 0.27254439"," 0.13745818"," 0.25175612"," 0.02323046"," 0.37339471"," 0.31334362"," 0.26233271"," 0.53211156"," 0.12298185"," 0.15508672"," 0.37290037"," 0.51391778"," 0.42366291"
"Epiandrosterone"," 0.058260807"," 0.087486220"," 0.091175459","-0.228252643","-0.298052596","-0.034450957"," 0.368692652"," 0.313060505","-0.242367420"," 0.482321682"," 0.063733039"," 0.344676659"," 0.010919082"," 0.050239276","-0.243710447","-0.283623871"," 0.118865368"," 0.053931350","-0.205249334"," 0.282370516","-0.517678318","-0.106790955","-0.260558905","-0.334103283","-0.159915520"," 0.100606061","-0.112098176","-0.157858192"," 0.058010194"," 0.438615074","-0.117878395"," 0.088440133","-0.178360069"," 0.193548884"," 0.006698351","-0.283115357"," 0.088195346"," 0.358334144"," 0.176961967","-0.071078330"
"Oxoadipic acid","-0.049581828","-0.049581828","-0.049581828","-0.049581828","-0.049581828","-0.049581828","-0.049581828","-0.049581828","-0.049581828","-0.049581828"," 0.950418172"," 0.237337294"," 0.067177744"," 0.019290904"," 0.002876861","-0.018301778","-0.019117826","-0.021908891","-0.021806517","-0.034775933","-0.033502943","-0.035234223","-0.036569572","-0.033778938","-0.040642150","-0.035488593","-0.032700132","-0.042181321","-0.032965724","-0.039126592","-0.041816499","-0.026665519","-0.024070518","-0.028989858","-0.027367856","-0.033370201","-0.031135145","-0.036530647","-0.024700049","-0.028535267"
"Putrescine","-0.29665971","-0.29560431","-0.29137041","-0.31020655","-0.31376573","-0.22069611","-0.30467168","-0.31120739","-0.30671116","-0.25501412","-0.28361286","-0.30218613","-0.26035902","-0.25229903","-0.22927872","-0.03785634","-0.19725721","-0.21866107","-0.17752154","-0.13050710"," 0.16903060"," 0.07636601"," 0.22990420"," 0.68623427"," 0.07858245"," 0.14622880"," 0.31653071"," 0.20610954"," 0.13391005"," 0.36384728"," 0.25370742"," 0.21354627"," 0.56458113"," 0.26232864"," 0.26368464"," 0.21285067"," 0.24451074"," 0.17528416"," 0.16457127"," 0.23363734"
"Erythritol"," 0.208723900","-0.034612680","-0.003401623","-0.115208699","-0.311466398","-0.275224211","-0.089292324","-0.035271407"," 0.240015702","-0.324700892","-0.182194695","-0.253702502","-0.364630787","-0.178578291"," 0.097665867","-0.138828647","-0.259238773"," 0.040444050","-0.450083822","-0.253348830","-0.301553347","-0.301995428"," 0.125982752"," 0.011280161"," 0.078597273"," 0.124806371"," 0.105578096","-0.090896320"," 0.059157678"," 0.078026820"," 0.277681502"," 0.305984455"," 0.446815473","-0.032363295"," 0.271749643"," 0.113774460"," 0.375996876"," 0.297304353"," 0.187091364"," 0.549916178"
"4-Quinolinecarboxylic acid","-0.143655956","-0.239341016","-0.293607103","-0.289742736","-0.246168110","-0.264720509","-0.258226380","-0.185847759","-0.335329951","-0.094510388","-0.277948213","-0.257941961","-0.247755447","-0.259214408","-0.014592259","-0.063656510"," 0.011583148","-0.086394436","-0.022855072"," 0.006981951"," 0.105123798"," 0.108650501"," 0.104966222"," 0.005673699"," 0.033459801"," 0.436900136","-0.056440893","-0.225438105","-0.039371405"," 0.322544461","-0.159493425"," 0.307944594"," 0.263866331"," 0.217920588"," 0.382305974","-0.110394402"," 0.331081494"," 0.664670049"," 0.493015617"," 0.375958081"
"12-Hydroxydodecanoic acid","-0.17303019"," 0.09976685","-0.21359422","-0.21794002","-0.20237264"," 0.12273152","-0.28490278"," 0.23106054","-0.15274755","-0.20140252","-0.02938591"," 0.02052728","-0.12924216","-0.34488716","-0.14243541"," 0.12625243","-0.14118763","-0.20035826","-0.02037325"," 0.30465118","-0.08115333","-0.14177945","-0.17733517"," 0.48397377"," 0.32051163"," 0.65511284"," 0.12099821"," 0.11174013"," 0.35511716","-0.26170589","-0.18858422","-0.24936990","-0.10060485"," 0.13052463"," 0.17707233"," 0.22353932"," 0.07199693"," 0.03919023"," 0.21482541","-0.15519989"
"6-Methylmercaptopurine","-0.19597729","-0.20013520","-0.12127640","-0.19762767","-0.18446150","-0.17817988","-0.18243332","-0.18913520","-0.18691012","-0.19735044","-0.18844863","-0.19570010"," 0.02017793","-0.18953943","-0.18681861","-0.08710927","-0.18494456","-0.15936023","-0.17865164","-0.13338872"," 0.03506945"," 0.05675725"," 0.27261671"," 0.35980788"," 0.02114848"," 0.23527045"," 0.38654729"," 0.11287358"," 0.04948281"," 0.03326055"," 0.24358945"," 0.07083765"," 0.10815449"," 0.03117478"," 0.02996689"," 0.79986480"," 0.17072268"," 0.15222315","-0.06357733"," 0.21147928"
"Adenine","-0.168010880","-0.186292889","-0.175596541","-0.167082635","-0.187387475","-0.186806933","-0.179560772","-0.176839632","-0.170260145","-0.169162995","-0.186491434","-0.186007630","-0.185230725","-0.129598252","-0.183626265","-0.183136670","-0.182345935","-0.116559660","-0.129557557","-0.170543127","-0.073806203"," 0.401156784","-0.050377473","-0.041772009"," 0.665581193"," 0.448815994"," 0.812612525","-0.041497669","-0.034456151","-0.001978382"," 0.727388664"," 0.489590650","-0.018146292","-0.034361293","-0.005902202","-0.054396737","-0.003319370"," 0.314319247","-0.003015621","-0.076337504"
"Tetracosanoic acid"," 0.06247268"," 0.09701164"," 0.13380674"," 0.40325464"," 0.46910145","-0.06010956"," 0.13220305","-0.02892533"," 0.34742960"," 0.03879625","-0.06415564"," 0.13173152"," 0.07700311"," 0.20946441","-0.01946908","-0.07183276","-0.16744405","-0.06629556"," 0.02254367","-0.10899124","-0.17745698"," 0.01965131","-0.13909131","-0.15513514","-0.09400144","-0.11386145"," 0.08236590","-0.10817857","-0.04831707","-0.22202494","-0.10029294"," 0.05157767","-0.28437089","-0.15128522","-0.09360000","-0.14118242"," 0.71562911","-0.12968706","-0.23923828","-0.20909584"
"D-Xylitol","-0.1187122094","-0.1187122018","-0.1187122170","-0.1187122193","-0.1187122138","-0.1187122040","-0.1187122132","-0.1187121958","-0.1187122177","-0.1187122012","-0.1187122142","-0.1187122185","-0.1187122124","-0.1187122072","-0.1187121988","-0.1187122151","-0.1187122125"," 0.1009032345","-0.0200749969","-0.0476165953"," 0.2462445543","-0.1158549521"," 0.0606621889","-0.0170791664"," 0.0110936927","-0.0178125466","-0.0624255447"," 0.1830987497","-0.0041371478"," 0.0840841844","-0.0453499100"," 0.0419270669"," 0.0567316295"," 0.0009917179","-0.0395600289","-0.0463619590","-0.0005787873"," 0.8812877807","-0.1007037697"," 0.8686381771"
"Quinate","-0.27698527","-0.30934293","-0.30265985","-0.26661229","-0.27248690","-0.14934933","-0.29726183","-0.33825549","-0.27663576","-0.07537791","-0.33446779","-0.21701107","-0.15759838","-0.25790330","-0.26782057","-0.02904474","-0.17692737","-0.26461090"," 0.02182272","-0.02500015"," 0.31914207"," 0.11789339","-0.08461896"," 0.46303286"," 0.18898487","-0.17029640"," 0.22273884"," 0.13488866"," 0.03370577"," 0.03175690"," 0.16912921"," 0.17850155"," 0.04989951"," 0.15087263"," 0.32159473"," 0.40117994"," 0.44891959"," 0.27797309"," 0.35648635"," 0.66174451"
"N-Acetyl-D-glucosamine"," 0.110221679"," 0.648321597"," 0.227429584"," 0.191285922"," 0.523001591"," 0.410532105"," 0.039924830"," 0.668167166"," 0.355387909","-0.030246735","-0.002970043"," 0.109858760","-0.167791859","-0.015229874","-0.122437844","-0.075802289","-0.019445840","-0.204898244","-0.075170404","-0.173062312","-0.315609192","-0.321269961","-0.226559973","-0.105334652","-0.120314485"," 0.111648505","-0.038050246","-0.062608862","-0.044224820","-0.331832834","-0.117637265","-0.200509316","-0.174782882","-0.188039360","-0.110718568","-0.061527222","-0.030803709"," 0.043730215","-0.079614630","-0.023016440"
"Deoxyinosine","-0.08101379"," 0.09410539"," 0.54807452"," 0.16127720"," 0.33838714"," 0.07378309","-0.04184659"," 0.75313931"," 0.67686019"," 0.13173747"," 0.18443599","-0.17459656"," 0.01723075"," 0.10680278"," 0.06896031","-0.07668896"," 0.05629946"," 0.13219420","-0.10813998","-0.12589653","-0.18980885","-0.22574275","-0.07550564","-0.17230380"," 0.05871832","-0.22840189","-0.24686069","-0.19639987","-0.09487894","-0.09411637","-0.16833054","-0.12884675","-0.24678125","-0.11192987","-0.11669223"," 0.03883912","-0.09371167","-0.10901463","-0.23709489","-0.09624220"
"Ethylmethylacetic acid","-0.09276682","-0.09392123","-0.09403064","-0.09461295","-0.09884937","-0.09871169","-0.09861511","-0.09834747","-0.09401883","-0.09133809","-0.09156952","-0.09820045","-0.09183055","-0.09772872","-0.09709018","-0.09708541","-0.08695225","-0.08267007","-0.07786012","-0.05889145"," 0.03745673"," 0.40573702"," 0.03483314"," 0.04482124"," 0.01030793"," 0.90115063"," 0.37607675","-0.02261365","-0.01660624","-0.01864717","-0.02816676","-0.01533438","-0.02943861","-0.03570433","-0.02823825"," 0.17037831","-0.03681117"," 0.17889087","-0.04463207","-0.04836908"
"Galactaric acid","-0.085458554","-0.316306461","-0.297611143","-0.240443930","-0.255705215","-0.283222795"," 0.139972926"," 0.133106587","-0.380194469","-0.072648267"," 0.130949773","-0.073913200","-0.278823153","-0.235916032","-0.154111427","-0.103221397"," 0.204408087","-0.049436361"," 0.192536724"," 0.027886678"," 0.040131336","-0.163116991"," 0.018557580","-0.105821848"," 0.267801865"," 0.001467143"," 0.054939750"," 0.137195617","-0.078154506"," 0.169469009"," 0.268300413"," 0.021378785","-0.027336809","-0.140488120"," 0.230150791","-0.102317897"," 0.232604127"," 0.350392424"," 0.203193430"," 0.619805531"
"Spermidine"," 0.147592772"," 0.236959195"," 0.146693287"," 0.170578519","-0.021155584"," 0.130383948","-0.062339578"," 0.118237762"," 0.045193232"," 0.079644585"," 0.015850396"," 0.055251111","-0.010952637","-0.054530258","-0.146656931","-0.041565941","-0.103604459","-0.107762516","-0.084051139","-0.043228341","-0.148583420","-0.088898781","-0.056196619","-0.100520692","-0.143023258","-0.059214662","-0.146903800","-0.141097443","-0.053977319"," 0.004576573","-0.039486246","-0.025413762"," 0.851416580"," 0.005068421","-0.100929325"," 0.019337327","-0.119974257","-0.035860054","-0.042740530","-0.048116153"
"Trehalose","-0.22250087","-0.18636732","-0.23440621","-0.24319868","-0.16459822","-0.20928838","-0.23629511","-0.23849470","-0.19050700","-0.21404796","-0.18030910","-0.23505006","-0.21854258","-0.17575822","-0.21448619","-0.17890380","-0.26441422","-0.26384985","-0.18470266"," 0.10886047"," 0.02338020"," 0.18661326"," 0.11470075"," 0.28222506","-0.04386439"," 0.64709006"," 0.03992778"," 0.09593234"," 0.15162554"," 0.73558578"," 0.19609852"," 0.27926012"," 0.20833257"," 0.09185735"," 0.04733134"," 0.15888838"," 0.05630162"," 0.39158399"," 0.15008675"," 0.13390363"
"Syringic acid","-0.126249463","-0.097232175"," 0.071507895","-0.010611462","-0.236390322","-0.099307671","-0.235275560","-0.115421669","-0.229032990"," 0.508387994","-0.228768933","-0.090018467","-0.217501806","-0.081671743"," 0.001588659","-0.202176738"," 0.250675371","-0.203518942"," 0.176507051"," 0.011600843","-0.165430094"," 0.759378677","-0.139585665","-0.117413588"," 0.173451537","-0.120172321","-0.115241764"," 0.348440604","-0.126454459","-0.046146605","-0.125671747","-0.126680768"," 0.417700198","-0.130981361","-0.100634832","-0.126052811","-0.113254850"," 0.763609678","-0.128034498"," 0.372084796"
"Bovinic acid","-0.241535774","-0.189925546","-0.035591431","-0.216721774"," 0.092481827"," 0.188687310"," 0.498528413","-0.198454227","-0.194775228"," 0.415953958"," 0.163353232","-0.164363175"," 0.262164403"," 0.483511174"," 0.588107251","-0.189296056"," 0.758464226","-0.001499877","-0.214087768","-0.170911592","-0.189035146","-0.075382485","-0.189473130","-0.202934668","-0.080740693","-0.077014662","-0.124490463","-0.036728846","-0.052402762","-0.065682661","-0.123391922","-0.079938098","-0.141482575","-0.130464892","-0.089526008","-0.087786898","-0.037902511"," 0.129892071"," 0.078153975","-0.057756970"
"Docosapentaenoic acid (22n-3)","-0.046512469","-0.046512469","-0.046512469","-0.046512469","-0.046512469","-0.046512469","-0.046512469","-0.046512469","-0.046512469","-0.046512469","-0.046512469","-0.046512469","-0.046512469","-0.046512469","-0.046512469","-0.046512469","-0.046512469"," 0.953487531","-0.017508337"," 0.028052488","-0.042200526","-0.040458293","-0.012363985","-0.042255429","-0.039415149","-0.010187082","-0.039195037","-0.013699716","-0.037046828","-0.028423997","-0.042330402","-0.021336571","-0.022544662","-0.040829225","-0.032395629","-0.003309836"," 0.023479125","-0.011490272"," 0.129858316"," 0.152825490"
"1D-Myo-inositol 1,4,5,6-tetrakisphosphate","-0.084218043","-0.068977653","-0.081194922","-0.080653079","-0.077202798","-0.075206443","-0.078621459","-0.073467720","-0.069317393","-0.077707754","-0.067552599","-0.068023892","-0.071830919","-0.068933853","-0.019956277","-0.078893356","-0.056066707","-0.049223003","-0.052336677"," 0.002121261","-0.062478200","-0.088849675","-0.052534783","-0.058547897"," 0.016105520"," 0.237527735","-0.079672328"," 0.123356221"," 0.145044520","-0.082828813"," 0.015127471"," 0.061783547"," 0.005645019","-0.071457975"," 0.019025833"," 0.014133501","-0.066431000"," 0.233618902"," 0.077545361"," 0.911150325"
"11-Dehydrocorticosterone","-0.196378288","-0.166864207","-0.225627809","-0.217694211","-0.087102860","-0.156122369","-0.183755743","-0.278197119","-0.195693892","-0.166975803","-0.152497152","-0.056043468","-0.107383639","-0.161323415","-0.196452013","-0.185599326"," 0.109873398","-0.146325595","-0.144026682"," 0.104290811"," 0.081434226"," 0.086785622","-0.044379662"," 0.115861953","-0.156093267"," 0.414956767","-0.064810114"," 0.037327440"," 0.273264485","-0.009625426","-0.060787622"," 0.114762903"," 0.721600030"," 0.009831635"," 0.153034097","-0.003714747","-0.071056174"," 0.106597165"," 0.721802881"," 0.383107188"
"9,10-Epoxyoctadecenoic acid","-0.241507622","-0.247693344","-0.284326582","-0.272500011","-0.283772980","-0.277038993","-0.273095912","-0.254295511","-0.268581492","-0.289717469","-0.261665106","-0.272271216","-0.268367545","-0.263784389","-0.244233845","-0.251573093","-0.241956503","-0.171888870","-0.222313519","-0.127199553"," 0.174062739"," 0.020372320"," 0.139014308"," 0.253815119"," 0.007959953"," 0.541388486"," 0.678235742"," 0.188795082"," 0.453848514","-0.057055514"," 0.192306672"," 0.250595939"," 0.309588937"," 0.242089625"," 0.155925719"," 0.265976183"," 0.710282531"," 0.285007280"," 0.118937593"," 0.086636330"
"LysoPA(16:0/0:0)","-0.075155433","-0.092311064","-0.097833441","-0.085547074","-0.074664704","-0.088112773","-0.086520251","-0.080573534","-0.086799746","-0.073707937","-0.084885484","-0.040113566","-0.084570233","-0.082623581","-0.077532389","-0.079814325","-0.052273362","-0.085458685","-0.076606555","-0.087626006","-0.007754196","-0.022139368","-0.033141937"," 0.137423997"," 0.006058641","-0.054873893","-0.072345504"," 0.587344324","-0.002350437"," 0.005870038"," 0.005408897"," 0.003856365"," 0.039503154"," 0.051612859","-0.041129446"," 0.902166559","-0.005581639","-0.023551749"," 0.091339147"," 0.025014331"
"Alpha-D-Glucose","-0.10776039","-0.11251817","-0.11424417","-0.11426698","-0.11418852","-0.11413374","-0.11415474","-0.11144045","-0.11210925","-0.11157799","-0.11404092","-0.10876743","-0.11393219","-0.11372087","-0.11348573","-0.10968304","-0.11329659","-0.10177807","-0.11280317","-0.10893741","-0.07089402","-0.06480426","-0.06043216"," 0.88573302"," 0.81760157"," 0.06480501","-0.04547835","-0.06031890","-0.05548948"," 0.22333704","-0.05012800"," 0.69412421","-0.04311565","-0.05526586","-0.04142243"," 0.08391591","-0.04802967"," 0.16697352","-0.05605482","-0.04821688"
"13,14-Dihydro-15-keto-PGE2","-0.165562209","-0.194008038","-0.227305460","-0.190457764"," 0.035559819","-0.041478504","-0.086955825","-0.172334905","-0.083885696","-0.210226338","-0.212490026","-0.112957608","-0.106761573","-0.155433998","-0.004565906","-0.125873608","-0.124410728","-0.181211866","-0.153861865","-0.140902987"," 0.102523726","-0.061248780"," 0.273455919"," 0.146689141","-0.241651796","-0.206218490"," 0.228803122"," 0.173660244"," 0.181153964","-0.190834758"," 0.356637933"," 0.758348204"," 0.448951381","-0.019623030"," 0.046525047"," 0.089001051"," 0.421267345"," 0.098537235"," 0.231651268","-0.182503645"
"3-Hydroxypicolinic acid"," 0.37646033","-0.10586109","-0.08208146"," 0.35179468"," 0.21836016","-0.24885420","-0.08173129"," 0.06664251","-0.14019720","-0.00171962","-0.03729620","-0.15836203","-0.04197266","-0.24369468"," 0.72528452"," 0.04508329"," 0.14459475","-0.09785018"," 0.20627432"," 0.68113225","-0.01951704","-0.08748134"," 0.05204608"," 0.08519500"," 0.14440429","-0.08410243","-0.13154143","-0.07596476","-0.07582511","-0.15650663","-0.01508132"," 0.04208204","-0.12414050","-0.27471548","-0.12955938","-0.19634418","-0.14587815","-0.18483927","-0.04837231","-0.14986432"
"Cysteine-S-sulfate","-0.1457530509","-0.0696917211","-0.0727634058","-0.2600139719","-0.1524806760","-0.1026555537","-0.1085173551","-0.2118558394","-0.0906081114"," 0.0039827196"," 0.0171967413"," 0.0030175531"," 0.0405751416","-0.2317095380","-0.0491667943","-0.1402462767","-0.1509899508","-0.1701930116","-0.0427586030","-0.0152732919","-0.0079279052","-0.1943636405","-0.1139100905","-0.0605163798"," 0.3919549802","-0.0343243425"," 0.3101646186"," 0.1536568943"," 0.1819710139"," 0.7399860281"," 0.0008764023"," 0.1078493935"," 0.0724637502"," 0.0881152004"," 0.1503451510"," 0.1197729128","-0.2361192300","-0.1830855139"," 0.0548229250"," 0.4081728281"
"2-Isopropylmalic acid","-0.17853380","-0.17253757","-0.17689538","-0.16202495","-0.17639673","-0.13086685","-0.17836114","-0.17088702","-0.17978248","-0.16348153","-0.17835492","-0.15327632","-0.15584479","-0.15725949","-0.16850210","-0.01672378","-0.06460048","-0.03445187","-0.10354554","-0.02861289"," 0.20923335"," 0.10486702"," 0.60526376"," 0.03298378","-0.03109303"," 0.16677082"," 0.38041451"," 0.12433965"," 0.05083149","-0.11041181","-0.07643145"," 0.08987717","-0.02329304"," 0.13184196"," 0.44901950"," 0.82021752","-0.01663329","-0.03681227","-0.14240680"," 0.02236081"
